site.id,plot.id,lat_dec,long_dec,stand.age,carbon_stock,accumulation_rate,AMT,AMP,soil.classification
36,2113,10.35,-85.35,25.0,47.873223011,1.91492892044,25.0,1492.0,Ustropepts
36,2114,10.35,-85.35,25.0,81.575200931,3.26300803724,25.0,1492.0,Ustropepts
36,2115,10.35,-85.35,30.0,77.907698435,2.5969232811666667,25.0,1492.0,Ustropepts
37,2151,10.84,-85.62,5.0,34.3306293669,6.86612587338,25.0,1575.0,Ustropepts
37,2152,10.84,-85.62,5.0,23.598947816899997,4.719789563379999,25.0,1575.0,Ustropepts
37,2153,10.84,-85.62,5.0,9.725263640999998,1.9450527281999996,25.0,1575.0,Ustropepts
37,2154,10.84,-85.62,5.0,13.129649505599998,2.6259299011199997,25.0,1575.0,Ustropepts
37,2155,10.84,-85.62,10.0,0.22777997327,0.022777997326999998,25.0,1575.0,Ustropepts
37,2156,10.84,-85.62,11.0,16.082760818799997,1.4620691653454543,25.0,1575.0,Ustropepts
37,2157,10.84,-85.62,12.0,52.746830389,4.395569199083334,25.0,1575.0,Ustropepts
37,2158,10.84,-85.62,15.0,55.428246894,3.6952164595999997,25.0,1575.0,Ustropepts
37,2159,10.84,-85.62,18.0,34.834648498,1.9352582498888888,25.0,1575.0,Ustropepts
37,2160,10.84,-85.62,18.0,93.791347448,5.2106304137777775,25.0,1575.0,Ustropepts
37,2161,10.84,-85.62,21.0,84.40576892799999,4.019322329904761,25.0,1575.0,Ustropepts
37,2162,10.84,-85.62,25.0,110.566905826,4.42267623304,25.0,1575.0,Ustropepts
37,2163,10.84,-85.62,25.0,51.865590446999995,2.07462361788,25.0,1575.0,Ustropepts
37,2164,10.84,-85.62,25.0,40.294521843999995,1.61178087376,25.0,1575.0,Ustropepts
37,2165,10.84,-85.62,25.0,61.926125251,2.47704501004,25.0,1575.0,Ustropepts
37,2166,10.84,-85.62,30.0,132.337948222,4.411264940733333,25.0,1575.0,Ustropepts
37,2167,10.84,-85.62,30.0,84.88275496099999,2.829425165366666,25.0,1575.0,Ustropepts
37,2116,10.84,-85.62,6.0,33.703195469099995,5.617199244849999,25.0,1575.0,Ustropepts
37,2117,10.84,-85.62,8.0,29.7763805405,3.7220475675625,25.0,1575.0,Ustropepts
37,2118,10.84,-85.62,11.0,65.45615382799998,5.95055943890909,25.0,1575.0,Ustropepts
37,2119,10.84,-85.62,12.0,54.438702314,4.536558526166666,25.0,1575.0,Ustropepts
37,2120,10.84,-85.62,13.0,25.220510242299998,1.9400392494076921,25.0,1575.0,Ustropepts
37,2121,10.84,-85.62,15.0,48.797541085,3.2531694056666667,25.0,1575.0,Ustropepts
37,2122,10.84,-85.62,15.0,19.8139146111,1.32092764074,25.0,1575.0,Ustropepts
37,2123,10.84,-85.62,17.0,48.789942124999996,2.869996595588235,25.0,1575.0,Ustropepts
37,2124,10.84,-85.62,20.0,76.84921148199999,3.8424605740999995,25.0,1575.0,Ustropepts
